form,margin,weight,trajectory,pos_p95_mm,pos_max_mm,clear_min_mm,viol_frac,dev_rms_mm,dev_max_mm,solve_ms_med,solve_ms_p95,solve_ms_max,iters_mean,nonconv
soft,0.04,100.0,self_fold,43.01399032388662,43.4850851191706,22.76976776123047,0.0,3.181689977645874,7.983237266540527,4.289717500796542,48.71613485738634,59.97661902802065,20.23,0.0
soft,0.04,100.0,teleop_grasp,47.0772054472133,51.71501062442398,19.527666091918945,0.0,15.813360214233398,51.59939956665039,4.185200028587133,44.27955990831833,66.31260900758207,16.36,0.0
soft,0.04,300.0,bimanual_parallel,6.6066186881544215,11.204295239701489,21.75377655029297,0.0,3.0324177742004395,11.204322814941406,3.030133986612782,12.010335078230035,65.6412829994224,4.9,0.0
soft,0.04,300.0,bimanual_tight,12.287234906699304,12.327730422527077,21.75377655029297,0.0,10.143796920776367,12.327762603759766,4.1136074578389525,16.006308604846634,68.19898501271382,6.627692307692308,0.0015384615384615385
soft,0.04,300.0,bimanual_handoff,9.495330343493212,12.096165814537837,21.888721466064453,0.0,3.502800941467285,12.096150398254395,3.0278959893621504,68.49635640392079,75.4854700062424,19.878095238095238,0.0761904761904762
soft,0.04,300.0,arms_converge,63.103950149910034,63.50376360015575,24.22355842590332,0.0,41.610836029052734,63.503780364990234,66.50537700625136,71.53341375815216,90.9643629565835,83.11818181818182,0.5018181818181818
soft,0.04,300.0,self_fold,48.18186422771455,48.66566459316976,27.186203002929688,0.0,6.071048259735107,13.519899368286133,3.0410895124077797,47.54182254255282,67.582115996629,10.668333333333333,0.0016666666666666668
soft,0.04,300.0,teleop_grasp,47.05493212285922,51.685668314789986,19.53853988647461,0.0,15.655376434326172,51.49121856689453,4.14327101316303,44.55306635354647,82.15340500464663,16.36,0.016666666666666666
al,0.01,,bimanual_parallel,0.000126238073894449,0.0001961042423835841,17.083133697509766,0.0,0.0,0.0,4.53925650799647,8.662284948513827,14.64214496081695,3.8261538461538462,0.0
al,0.01,,bimanual_tight,0.00011986506222084553,0.00018930300322751536,9.98831558227539,0.0,8.76279009389691e-05,0.00022351741790771484,5.42157149175182,9.09906894376035,15.056358999572694,3.9661538461538464,0.0
al,0.01,,bimanual_handoff,0.00011253237309881637,0.00018447098668422147,9.925186157226562,0.0,8.657418220536783e-05,0.0002806852280627936,4.4714389950968325,10.759439819958061,14.836733986157924,3.834285714285714,0.0
al,0.01,,arms_converge,18.84427834113977,26.350026389545462,-27.863311767578125,0.49454545454545457,11.355292320251465,26.350040435791016,67.08599103149027,77.66348983859643,103.22370298672467,68.79454545454546,0.6436363636363637
al,0.01,,self_fold,41.88836130186568,42.363974467603896,17.08319091796875,0.0,0.0320102721452713,0.27725863456726074,5.736495513701811,62.90845313633325,75.39280102355406,22.72,0.045
al,0.01,,teleop_grasp,47.725376516038956,51.65445971644984,16.90390968322754,0.0,0.0507490411400795,0.4952799081802368,5.591510504018515,30.112824460957217,48.57198701938614,11.57,0.0
al,0.025,,bimanual_parallel,6.023252724599854,9.215142006821786,19.52887725830078,0.0,2.0602293014526367,9.21512222290039,5.472686985740438,78.76980197033845,88.15462002530694,29.498461538461537,0.2569230769230769
al,0.025,,bimanual_tight,6.093832698950051,9.215142006821786,19.52889633178711,0.0,4.795949459075928,9.21512222290039,68.32715347991325,77.08119639428331,90.48578701913357,81.21230769230769,0.7953846153846154
al,0.025,,bimanual_handoff,4.276750389468016,7.537832801788411,19.529640197753906,0.0,1.6473230123519897,7.537783145904541,4.511334002017975,74.28993078647181,91.03406697977334,20.03238095238095,0.16
al,0.025,,arms_converge,26.111035289116433,41.39392360553787,-28.26506996154785,0.22363636363636363,15.479408264160156,41.39390182495117,67.54355898010544,86.09127574018203,108.66150096990168,71.42,0.6690909090909091
al,0.025,,self_fold,41.90743668121972,42.386978250135286,17.63644027709961,0.0,0.6107828617095947,4.10190486907959,5.786934023490176,72.07192494824993,80.35708300303668,29.691666666666666,0.25666666666666665
